,source_desc,sector_desc,group_desc,commodity_desc,class_desc,prodn_practice_desc,util_practice_desc,statisticcat_desc,unit_desc,short_desc,domain_desc,domaincat_desc,agg_level_desc,state_ansi,state_fips_code,state_alpha,state_name,asd_code,asd_desc,county_ansi,county_code,county_name,region_desc,zip_5,watershed_code,watershed_desc,congr_district_code,country_code,country_name,location_desc,year,freq_desc,begin_code,end_code,reference_period_desc,week_ending,load_time,Value,CV (%)
10,CENSUS,ECONOMICS,IRRIGATION,ENERGY,"IRRIGATION, ON FARM PUMPING, ELECTRICITY",IN THE OPEN,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"ENERGY, IRRIGATION, ON FARM PUMPING, ELECTRICITY, IN THE OPEN - ACRES IRRIGATED",WATER SOURCE,WATER SOURCE: (GROUND),STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"491,664",
11,CENSUS,ECONOMICS,IRRIGATION,ENERGY,"IRRIGATION, ON FARM PUMPING, ELECTRICITY",IN THE OPEN,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"ENERGY, IRRIGATION, ON FARM PUMPING, ELECTRICITY, IN THE OPEN - ACRES IRRIGATED",WATER SOURCE,WATER SOURCE: (SURFACE),STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"687,182",
12,CENSUS,ECONOMICS,IRRIGATION,ENERGY,"IRRIGATION, ON FARM PUMPING, LP GAS & PROPANE & BUTANE","(FOR HORTICULTURE), UNDER PROTECTION",ALL UTILIZATION PRACTICES,AREA IRRIGATED,SQ FT,"ENERGY, IRRIGATION, ON FARM PUMPING, LP GAS & PROPANE & BUTANE, (FOR HORTICULTURE), UNDER PROTECTION - SQ FT IRRIGATED",WATER SOURCE,WATER SOURCE: (GROUND),STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00, (D),
13,CENSUS,ECONOMICS,IRRIGATION,ENERGY,"IRRIGATION, ON FARM PUMPING, LP GAS & PROPANE & BUTANE",IN THE OPEN,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"ENERGY, IRRIGATION, ON FARM PUMPING, LP GAS & PROPANE & BUTANE, IN THE OPEN - ACRES IRRIGATED",WATER SOURCE,WATER SOURCE: (SURFACE),STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"1,219",
14,CENSUS,ECONOMICS,IRRIGATION,ENERGY,"IRRIGATION, ON FARM PUMPING, NATURAL GAS","(FOR HORTICULTURE), UNDER PROTECTION",ALL UTILIZATION PRACTICES,AREA IRRIGATED,SQ FT,"ENERGY, IRRIGATION, ON FARM PUMPING, NATURAL GAS, (FOR HORTICULTURE), UNDER PROTECTION - SQ FT IRRIGATED",WATER SOURCE,WATER SOURCE: (SURFACE),STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"930,000",
15,CENSUS,ECONOMICS,IRRIGATION,ENERGY,"IRRIGATION, ON FARM PUMPING, NATURAL GAS",IN THE OPEN,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"ENERGY, IRRIGATION, ON FARM PUMPING, NATURAL GAS, IN THE OPEN - ACRES IRRIGATED",WATER SOURCE,WATER SOURCE: (GROUND),STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,480,
16,CENSUS,ECONOMICS,IRRIGATION,ENERGY,"IRRIGATION, ON FARM PUMPING, NO DIRECT EXPENSE (SOLAR & OTHER)",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"ENERGY, IRRIGATION, ON FARM PUMPING, NO DIRECT EXPENSE (SOLAR & OTHER) - ACRES IRRIGATED",TOTAL,NOT SPECIFIED,STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"1,425",
17,CENSUS,ECONOMICS,IRRIGATION,ENERGY,"IRRIGATION, ON FARM PUMPING, NO DIRECT EXPENSE (SOLAR & OTHER)",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"ENERGY, IRRIGATION, ON FARM PUMPING, NO DIRECT EXPENSE (SOLAR & OTHER) - ACRES IRRIGATED",WATER SOURCE,WATER SOURCE: (GROUND ONLY),STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"1,371",
18,CENSUS,ECONOMICS,IRRIGATION,ENERGY,"IRRIGATION, ON FARM PUMPING, NO DIRECT EXPENSE (SOLAR & OTHER)",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"ENERGY, IRRIGATION, ON FARM PUMPING, NO DIRECT EXPENSE (SOLAR & OTHER) - ACRES IRRIGATED",WATER SOURCE,WATER SOURCE: (SURFACE ONLY),STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,6,
19,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,IRRIGATION,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION - ACRES IRRIGATED",EXPENSE,EXPENSE: (ANY),STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"396,377",
20,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,IRRIGATION,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION - ACRES IRRIGATED","EXPENSE, PRIMARY FUNDING ASSISTANCE","EXPENSE, PRIMARY FUNDING ASSISTANCE: (EXCL USDA)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"28,891",
21,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,IRRIGATION,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION - ACRES IRRIGATED","EXPENSE, PRIMARY FUNDING ASSISTANCE","EXPENSE, PRIMARY FUNDING ASSISTANCE: (NONE)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"357,339",
22,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,IRRIGATION,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION - ACRES IRRIGATED","EXPENSE, PRIMARY FUNDING ASSISTANCE","EXPENSE, PRIMARY FUNDING ASSISTANCE: (USDA, EQIP)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"5,385",
23,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,IRRIGATION,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION - ACRES IRRIGATED","EXPENSE, PRIMARY FUNDING ASSISTANCE","EXPENSE, PRIMARY FUNDING ASSISTANCE: (USDA, EXCL EQIP)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"4,762",
24,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,IRRIGATION,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION - ACRES IRRIGATED","EXPENSE, PRIMARY PURPOSE","EXPENSE, PRIMARY PURPOSE: (ENERGY CONSERVATION)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"26,320",
25,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,IRRIGATION,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION - ACRES IRRIGATED","EXPENSE, PRIMARY PURPOSE","EXPENSE, PRIMARY PURPOSE: (NEW EXPANSION)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"35,579",
26,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,IRRIGATION,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION - ACRES IRRIGATED","EXPENSE, PRIMARY PURPOSE","EXPENSE, PRIMARY PURPOSE: (SCHEDULED REPLACEMENT OR MAINTENANCE)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"274,198",
27,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,IRRIGATION,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION - ACRES IRRIGATED","EXPENSE, PRIMARY PURPOSE","EXPENSE, PRIMARY PURPOSE: (WATER CONSERVATION)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"60,280",
28,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,"IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT - ACRES IRRIGATED",EXPENSE,EXPENSE: (ANY),STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"59,740",
29,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,"IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT - ACRES IRRIGATED","EXPENSE, PRIMARY FUNDING ASSISTANCE","EXPENSE, PRIMARY FUNDING ASSISTANCE: (EXCL USDA)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"7,645",
30,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,"IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT - ACRES IRRIGATED","EXPENSE, PRIMARY FUNDING ASSISTANCE","EXPENSE, PRIMARY FUNDING ASSISTANCE: (NONE)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"48,555",
31,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,"IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT - ACRES IRRIGATED","EXPENSE, PRIMARY FUNDING ASSISTANCE","EXPENSE, PRIMARY FUNDING ASSISTANCE: (USDA, EQIP)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,900,
32,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,"IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT - ACRES IRRIGATED","EXPENSE, PRIMARY FUNDING ASSISTANCE","EXPENSE, PRIMARY FUNDING ASSISTANCE: (USDA, EXCL EQIP)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"2,640",
33,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,"IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT - ACRES IRRIGATED","EXPENSE, PRIMARY PURPOSE","EXPENSE, PRIMARY PURPOSE: (ENERGY CONSERVATION)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"10,067",
34,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,"IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT - ACRES IRRIGATED","EXPENSE, PRIMARY PURPOSE","EXPENSE, PRIMARY PURPOSE: (NEW EXPANSION)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"7,818",
35,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,"IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT - ACRES IRRIGATED","EXPENSE, PRIMARY PURPOSE","EXPENSE, PRIMARY PURPOSE: (SCHEDULED REPLACEMENT OR MAINTENANCE)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"30,280",
36,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,"IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION, COMPUTERS & CONTROL PANELS & SOFTWARE FOR WATER MGMT - ACRES IRRIGATED","EXPENSE, PRIMARY PURPOSE","EXPENSE, PRIMARY PURPOSE: (WATER CONSERVATION)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"11,575",
37,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,"IRRIGATION, CONSTRUCTION & DEEPENING OF WELLS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION, CONSTRUCTION & DEEPENING OF WELLS - ACRES IRRIGATED",EXPENSE,EXPENSE: (ANY),STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"10,628",
38,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,"IRRIGATION, CONSTRUCTION & DEEPENING OF WELLS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION, CONSTRUCTION & DEEPENING OF WELLS - ACRES IRRIGATED","EXPENSE, PRIMARY FUNDING ASSISTANCE","EXPENSE, PRIMARY FUNDING ASSISTANCE: (EXCL USDA)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,633,
39,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,"IRRIGATION, CONSTRUCTION & DEEPENING OF WELLS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION, CONSTRUCTION & DEEPENING OF WELLS - ACRES IRRIGATED","EXPENSE, PRIMARY FUNDING ASSISTANCE","EXPENSE, PRIMARY FUNDING ASSISTANCE: (NONE)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"9,995",
40,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,"IRRIGATION, CONSTRUCTION & DEEPENING OF WELLS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION, CONSTRUCTION & DEEPENING OF WELLS - ACRES IRRIGATED","EXPENSE, PRIMARY PURPOSE","EXPENSE, PRIMARY PURPOSE: (NEW EXPANSION)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"2,133",
41,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,"IRRIGATION, CONSTRUCTION & DEEPENING OF WELLS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION, CONSTRUCTION & DEEPENING OF WELLS - ACRES IRRIGATED","EXPENSE, PRIMARY PURPOSE","EXPENSE, PRIMARY PURPOSE: (SCHEDULED REPLACEMENT OR MAINTENANCE)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"8,495",
42,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,"IRRIGATION, CONSTRUCTION OF PERMANENT STORAGE & DISTRIBUTION SYSTEMS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION, CONSTRUCTION OF PERMANENT STORAGE & DISTRIBUTION SYSTEMS - ACRES IRRIGATED",EXPENSE,EXPENSE: (ANY),STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"33,343",
43,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,"IRRIGATION, CONSTRUCTION OF PERMANENT STORAGE & DISTRIBUTION SYSTEMS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION, CONSTRUCTION OF PERMANENT STORAGE & DISTRIBUTION SYSTEMS - ACRES IRRIGATED","EXPENSE, PRIMARY FUNDING ASSISTANCE","EXPENSE, PRIMARY FUNDING ASSISTANCE: (EXCL USDA)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"2,990",
44,CENSUS,ECONOMICS,IRRIGATION,FACILITIES & EQUIPMENT,"IRRIGATION, CONSTRUCTION OF PERMANENT STORAGE & DISTRIBUTION SYSTEMS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA IRRIGATED,ACRES,"FACILITIES & EQUIPMENT, IRRIGATION, CONSTRUCTION OF PERMANENT STORAGE & DISTRIBUTION SYSTEMS - ACRES IRRIGATED","EXPENSE, PRIMARY FUNDING ASSISTANCE","EXPENSE, PRIMARY FUNDING ASSISTANCE: (NONE)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2013,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"30,353",
